2017SegmentationCaseKey,RespondentID,SegmentCode,CustomerType,SpendingRange,Visit,Spending,BrandType,PPA,dwh_create_date
2283,125689,Seg.02,Mass Asp,25000 - 59000,8,240000,Independent,30000,2025-09-20 14:28:49.383000000
2284,125691,Seg.02,Mass Asp,25000 - 59000,2,50000,Independent,25000,2025-09-20 14:28:49.383000000
2285,125692,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
2286,125693,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
2287,125698,Seg.02,Mass Asp,25000 - 59000,5,150000,Independent,30000,2025-09-20 14:28:49.383000000
2288,125699,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
2289,125718,Seg.01,Mass,0 - 25000,30,300000,Street,10000,2025-09-20 14:28:49.383000000
2290,125719,Seg.01,Mass,0 - 25000,3,60000,Street,20000,2025-09-20 14:28:49.383000000
2291,125720,Seg.03,Premium,60000 - 99000,2,120000,Chain,60000,2025-09-20 14:28:49.383000000
2292,125721,Seg.02,Mass Asp,25000 - 59000,4,140000,Independent,35000,2025-09-20 14:28:49.383000000
2293,125722,Seg.01,Mass,0 - 25000,2,30000,Street,15000,2025-09-20 14:28:49.383000000
2294,125723,Seg.02,Mass Asp,25000 - 59000,5,245000,Chain,49000,2025-09-20 14:28:49.383000000
2295,125723,Seg.01,Mass,0 - 25000,35,525000,Independent,15000,2025-09-20 14:28:49.383000000
2296,125724,Seg.01,Mass,0 - 25000,7,140000,Independent,20000,2025-09-20 14:28:49.383000000
2297,125724,Seg.02,Mass Asp,25000 - 59000,3,147000,Chain,49000,2025-09-20 14:28:49.383000000
2298,125726,Seg.01,Mass,0 - 25000,2,16000,Street,8000,2025-09-20 14:28:49.383000000
2299,125726,Seg.01,Mass,0 - 25000,18,162000,Independent,9000,2025-09-20 14:28:49.383000000
2300,125727,Seg.01,Mass,0 - 25000,38,342000,Independent,9000,2025-09-20 14:28:49.383000000
2301,125727,Seg.02,Mass Asp,25000 - 59000,2,70000,Chain,35000,2025-09-20 14:28:49.383000000
2302,125728,Seg.02,Mass Asp,25000 - 59000,1,59000,Chain,59000,2025-09-20 14:28:49.383000000
2303,125728,Seg.02,Mass Asp,25000 - 59000,1,25000,Independent,25000,2025-09-20 14:28:49.383000000
2304,125729,Seg.02,Mass Asp,25000 - 59000,1,49000,Chain,49000,2025-09-20 14:28:49.383000000
2305,125729,Seg.01,Mass,0 - 25000,7,140000,Independent,20000,2025-09-20 14:28:49.383000000
2306,125730,Seg.02,Mass Asp,25000 - 59000,1,59000,Chain,59000,2025-09-20 14:28:49.383000000
2307,125730,Seg.02,Mass Asp,25000 - 59000,5,125000,Independent,25000,2025-09-20 14:28:49.383000000
2308,125731,Seg.01,Mass,0 - 25000,4,60000,Street,15000,2025-09-20 14:28:49.383000000
2309,125734,Seg.01,Mass,0 - 25000,30,300000,Street,10000,2025-09-20 14:28:49.383000000
2310,125735,Seg.01,Mass,0 - 25000,6,72000,Street,12000,2025-09-20 14:28:49.383000000
2311,125736,Seg.02,Mass Asp,25000 - 59000,4,200000,Chain,50000,2025-09-20 14:28:49.383000000
2312,125737,Seg.01,Mass,0 - 25000,30,360000,Street,12000,2025-09-20 14:28:49.383000000
2313,125741,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
2314,125742,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
2315,125743,Seg.01,Mass,0 - 25000,5,100000,Independent,20000,2025-09-20 14:28:49.383000000
2316,125744,Seg.01,Mass,0 - 25000,2,30000,Independent,15000,2025-09-20 14:28:49.383000000
2317,125744,Seg.02,Mass Asp,25000 - 59000,1,30000,Chain,30000,2025-09-20 14:28:49.383000000
2318,125745,Seg.02,Mass Asp,25000 - 59000,4,120000,Chain,30000,2025-09-20 14:28:49.383000000
2319,125746,Seg.01,Mass,0 - 25000,2,30000,Street,15000,2025-09-20 14:28:49.383000000
2320,125746,Seg.02,Mass Asp,25000 - 59000,1,40000,Chain,40000,2025-09-20 14:28:49.383000000
2321,125746,Seg.01,Mass,0 - 25000,2,40000,Independent,20000,2025-09-20 14:28:49.383000000
2322,125747,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
2323,125795,Seg.02,Mass Asp,25000 - 59000,4,200000,Chain,50000,2025-09-20 14:28:49.383000000
2324,125795,Seg.02,Mass Asp,25000 - 59000,6,180000,Independent,30000,2025-09-20 14:28:49.383000000
2325,125796,Seg.02,Mass Asp,25000 - 59000,1,30000,Chain,30000,2025-09-20 14:28:49.383000000
2326,125796,Seg.01,Mass,0 - 25000,9,180000,Independent,20000,2025-09-20 14:28:49.383000000
2327,125797,Seg.02,Mass Asp,25000 - 59000,3,150000,Chain,50000,2025-09-20 14:28:49.383000000
2328,125797,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
2329,125803,Seg.01,Mass,0 - 25000,10,180000,Independent,18000,2025-09-20 14:28:49.383000000
2330,125804,Seg.01,Mass,0 - 25000,5,65000,Street,13000,2025-09-20 14:28:49.383000000
2331,125804,Seg.01,Mass,0 - 25000,25,500000,Independent,20000,2025-09-20 14:28:49.383000000
2332,125805,Seg.01,Mass,0 - 25000,3,60000,Independent,20000,2025-09-20 14:28:49.383000000
2333,125805,Seg.01,Mass,0 - 25000,1,10000,Street,10000,2025-09-20 14:28:49.383000000
2334,125805,Seg.02,Mass Asp,25000 - 59000,8,320000,Chain,40000,2025-09-20 14:28:49.383000000
2335,125833,Seg.02,Mass Asp,25000 - 59000,1,50000,Chain,50000,2025-09-20 14:28:49.383000000
2336,125834,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
2337,125860,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
2338,125861,Seg.02,Mass Asp,25000 - 59000,4,160000,Chain,40000,2025-09-20 14:28:49.383000000
2339,125862,Seg.02,Mass Asp,25000 - 59000,15,600000,Chain,40000,2025-09-20 14:28:49.383000000
2340,125862,Seg.02,Mass Asp,25000 - 59000,10,250000,Independent,25000,2025-09-20 14:28:49.383000000
2341,125862,Seg.01,Mass,0 - 25000,3,60000,Street,20000,2025-09-20 14:28:49.383000000
2342,125863,Seg.02,Mass Asp,25000 - 59000,3,75000,Independent,25000,2025-09-20 14:28:49.383000000
2343,125891,Seg.03,Premium,60000 - 99000,4,300000,Chain,75000,2025-09-20 14:28:49.383000000
2344,125891,Seg.02,Mass Asp,25000 - 59000,2,80000,Independent,40000,2025-09-20 14:28:49.383000000
2345,125892,Seg.02,Mass Asp,25000 - 59000,1,40000,Independent,40000,2025-09-20 14:28:49.383000000
2346,125892,Seg.01,Mass,0 - 25000,3,60000,Street,20000,2025-09-20 14:28:49.383000000
2347,125901,Seg.02,Mass Asp,25000 - 59000,4,160000,Chain,40000,2025-09-20 14:28:49.383000000
2348,125902,Seg.01,Mass,0 - 25000,4,60000,Street,15000,2025-09-20 14:28:49.383000000
2349,125903,Seg.02,Mass Asp,25000 - 59000,3,150000,Chain,50000,2025-09-20 14:28:49.383000000
2350,125903,Seg.02,Mass Asp,25000 - 59000,1,30000,Street,30000,2025-09-20 14:28:49.383000000
2351,125904,Seg.02,Mass Asp,25000 - 59000,10,400000,Chain,40000,2025-09-20 14:28:49.383000000
2352,125945,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
2353,125953,Seg.02,Mass Asp,25000 - 59000,4,120000,Independent,30000,2025-09-20 14:28:49.383000000
2354,125955,Seg.04,Super Premium,100000+,10,1000000,Chain,100000,2025-09-20 14:28:49.383000000
2355,125956,Seg.02,Mass Asp,25000 - 59000,2,60000,Chain,30000,2025-09-20 14:28:49.383000000
2356,125957,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
2357,126109,Seg.02,Mass Asp,25000 - 59000,25,1000000,Independent,40000,2025-09-20 14:28:49.383000000
2358,126109,Seg.01,Mass,0 - 25000,5,50000,Street,10000,2025-09-20 14:28:49.383000000
2359,126110,Seg.02,Mass Asp,25000 - 59000,3,150000,Street,50000,2025-09-20 14:28:49.383000000
2360,126111,Seg.03,Premium,60000 - 99000,1,65000,Chain,65000,2025-09-20 14:28:49.383000000
2361,126111,Seg.01,Mass,0 - 25000,7,70000,Street,10000,2025-09-20 14:28:49.383000000
2362,126112,Seg.01,Mass,0 - 25000,26,312000,Street,12000,2025-09-20 14:28:49.383000000
2363,126112,Seg.03,Premium,60000 - 99000,4,280000,Chain,70000,2025-09-20 14:28:49.383000000
2364,126114,Seg.01,Mass,0 - 25000,4,48000,Street,12000,2025-09-20 14:28:49.383000000
2365,126115,Seg.01,Mass,0 - 25000,4,48000,Street,12000,2025-09-20 14:28:49.383000000
2366,126116,Seg.02,Mass Asp,25000 - 59000,2,56000,Street,28000,2025-09-20 14:28:49.383000000
2367,126116,Seg.02,Mass Asp,25000 - 59000,1,35000,Chain,35000,2025-09-20 14:28:49.383000000
2368,126117,Seg.01,Mass,0 - 25000,15,180000,Street,12000,2025-09-20 14:28:49.383000000
2369,126117,Seg.02,Mass Asp,25000 - 59000,20,800000,Independent,40000,2025-09-20 14:28:49.383000000
2370,126157,Seg.02,Mass Asp,25000 - 59000,2,50000,Independent,25000,2025-09-20 14:28:49.383000000
2371,126228,Seg.01,Mass,0 - 25000,3,36000,Chain,12000,2025-09-20 14:28:49.383000000
2372,126278,Seg.01,Mass,0 - 25000,2,40000,Independent,20000,2025-09-20 14:28:49.383000000
2373,126282,Seg.02,Mass Asp,25000 - 59000,3,75000,Independent,25000,2025-09-20 14:28:49.383000000
2374,126282,Seg.01,Mass,0 - 25000,1,10000,Street,10000,2025-09-20 14:28:49.383000000
2375,126464,Seg.01,Mass,0 - 25000,8,64000,Street,8000,2025-09-20 14:28:49.383000000
2376,126465,Seg.01,Mass,0 - 25000,30,240000,Independent,8000,2025-09-20 14:28:49.383000000
2377,126466,Seg.02,Mass Asp,25000 - 59000,2,98000,Chain,49000,2025-09-20 14:28:49.383000000
2378,126467,Seg.01,Mass,0 - 25000,8,104000,Independent,13000,2025-09-20 14:28:49.383000000
2379,126468,Seg.01,Mass,0 - 25000,2,24000,Independent,12000,2025-09-20 14:28:49.383000000
2380,126469,Seg.01,Mass,0 - 25000,30,240000,Street,8000,2025-09-20 14:28:49.383000000
2381,126469,Seg.01,Mass,0 - 25000,30,300000,Independent,10000,2025-09-20 14:28:49.383000000
2382,126470,Seg.02,Mass Asp,25000 - 59000,4,160000,Chain,40000,2025-09-20 14:28:49.383000000
2383,126471,Seg.01,Mass,0 - 25000,4,60000,Independent,15000,2025-09-20 14:28:49.383000000
2384,126586,Seg.01,Mass,0 - 25000,4,32000,Street,8000,2025-09-20 14:28:49.383000000
2385,126587,Seg.01,Mass,0 - 25000,4,40000,Independent,10000,2025-09-20 14:28:49.383000000
2386,126588,Seg.01,Mass,0 - 25000,4,40000,Independent,10000,2025-09-20 14:28:49.383000000
2387,126589,Seg.02,Mass Asp,25000 - 59000,4,180000,Chain,45000,2025-09-20 14:28:49.383000000
2388,126589,Seg.01,Mass,0 - 25000,6,60000,Independent,10000,2025-09-20 14:28:49.383000000
2389,126590,Seg.01,Mass,0 - 25000,20,200000,Independent,10000,2025-09-20 14:28:49.383000000
2390,126744,Seg.01,Mass,0 - 25000,6,60000,Independent,10000,2025-09-20 14:28:49.383000000
2391,126745,Seg.01,Mass,0 - 25000,30,300000,Independent,10000,2025-09-20 14:28:49.383000000
2392,126754,Seg.02,Mass Asp,25000 - 59000,4,120000,Street,30000,2025-09-20 14:28:49.383000000
2393,126826,Seg.02,Mass Asp,25000 - 59000,2,80000,Street,40000,2025-09-20 14:28:49.383000000
2394,126909,Seg.02,Mass Asp,25000 - 59000,4,100000,Independent,25000,2025-09-20 14:28:49.383000000
2395,126909,Seg.01,Mass,0 - 25000,26,260000,Street,10000,2025-09-20 14:28:49.383000000
2396,126910,Seg.02,Mass Asp,25000 - 59000,3,135000,Independent,45000,2025-09-20 14:28:49.383000000
2397,126911,Seg.01,Mass,0 - 25000,4,60000,Chain,15000,2025-09-20 14:28:49.383000000
2398,126911,Seg.01,Mass,0 - 25000,26,156000,Street,6000,2025-09-20 14:28:49.383000000
2399,126912,Seg.01,Mass,0 - 25000,6,42000,Street,7000,2025-09-20 14:28:49.383000000
2400,126912,Seg.01,Mass,0 - 25000,24,240000,Independent,10000,2025-09-20 14:28:49.383000000
2401,126913,Seg.01,Mass,0 - 25000,30,240000,Independent,8000,2025-09-20 14:28:49.383000000
2402,126974,Seg.01,Mass,0 - 25000,30,240000,Street,8000,2025-09-20 14:28:49.383000000
2403,126974,Seg.02,Mass Asp,25000 - 59000,5,125000,Independent,25000,2025-09-20 14:28:49.383000000
2404,126975,Seg.01,Mass,0 - 25000,2,24000,Independent,12000,2025-09-20 14:28:49.383000000
2405,126976,Seg.01,Mass,0 - 25000,2,36000,Independent,18000,2025-09-20 14:28:49.383000000
2406,126980,Seg.01,Mass,0 - 25000,6,60000,Independent,10000,2025-09-20 14:28:49.383000000
2407,127013,Seg.01,Mass,0 - 25000,20,160000,Street,8000,2025-09-20 14:28:49.383000000
2408,127014,Seg.01,Mass,0 - 25000,4,40000,Independent,10000,2025-09-20 14:28:49.383000000
2409,127136,Seg.01,Mass,0 - 25000,30,360000,Independent,12000,2025-09-20 14:28:49.383000000
2410,127137,Seg.01,Mass,0 - 25000,30,300000,Independent,10000,2025-09-20 14:28:49.383000000
2411,127248,Seg.01,Mass,0 - 25000,60,420000,Independent,7000,2025-09-20 14:28:49.383000000
2412,127249,Seg.02,Mass Asp,25000 - 59000,3,75000,Independent,25000,2025-09-20 14:28:49.383000000
2413,127249,Seg.02,Mass Asp,25000 - 59000,1,39000,Chain,39000,2025-09-20 14:28:49.383000000
2414,127250,Seg.01,Mass,0 - 25000,30,300000,Street,10000,2025-09-20 14:28:49.383000000
2415,127251,Seg.01,Mass,0 - 25000,10,100000,Independent,10000,2025-09-20 14:28:49.383000000
2416,127251,Seg.01,Mass,0 - 25000,8,64000,Street,8000,2025-09-20 14:28:49.383000000
2417,127251,Seg.02,Mass Asp,25000 - 59000,2,78000,Chain,39000,2025-09-20 14:28:49.383000000
2418,127252,Seg.01,Mass,0 - 25000,15,210000,Independent,14000,2025-09-20 14:28:49.383000000
2419,127252,Seg.01,Mass,0 - 25000,5,50000,Street,10000,2025-09-20 14:28:49.383000000
2420,127298,Seg.02,Mass Asp,25000 - 59000,4,200000,Independent,50000,2025-09-20 14:28:49.383000000
2421,127317,Seg.04,Super Premium,100000+,5,500000,Chain,100000,2025-09-20 14:28:49.383000000
2422,127317,Seg.02,Mass Asp,25000 - 59000,7,210000,Street,30000,2025-09-20 14:28:49.383000000
2423,127337,Seg.02,Mass Asp,25000 - 59000,4,120000,Independent,30000,2025-09-20 14:28:49.383000000
2424,127337,Seg.01,Mass,0 - 25000,26,260000,Street,10000,2025-09-20 14:28:49.383000000
2425,127354,Seg.01,Mass,0 - 25000,30,240000,Street,8000,2025-09-20 14:28:49.383000000
2426,127362,Seg.01,Mass,0 - 25000,25,250000,Independent,10000,2025-09-20 14:28:49.383000000
2427,127362,Seg.01,Mass,0 - 25000,5,50000,Street,10000,2025-09-20 14:28:49.383000000
2428,127363,Seg.01,Mass,0 - 25000,25,375000,Street,15000,2025-09-20 14:28:49.383000000
2429,127363,Seg.02,Mass Asp,25000 - 59000,5,250000,Chain,50000,2025-09-20 14:28:49.383000000
2430,127364,Seg.03,Premium,60000 - 99000,5,300000,Chain,60000,2025-09-20 14:28:49.383000000
2431,127364,Seg.01,Mass,0 - 25000,20,300000,Independent,15000,2025-09-20 14:28:49.383000000
2432,127364,Seg.01,Mass,0 - 25000,5,60000,Street,12000,2025-09-20 14:28:49.383000000
2433,127365,Seg.01,Mass,0 - 25000,28,420000,Independent,15000,2025-09-20 14:28:49.383000000
2434,127365,Seg.03,Premium,60000 - 99000,2,120000,Chain,60000,2025-09-20 14:28:49.383000000
2435,127366,Seg.01,Mass,0 - 25000,25,250000,Independent,10000,2025-09-20 14:28:49.383000000
2436,127366,Seg.01,Mass,0 - 25000,5,40000,Street,8000,2025-09-20 14:28:49.383000000
2437,127367,Seg.01,Mass,0 - 25000,12,120000,Street,10000,2025-09-20 14:28:49.383000000
2438,127368,Seg.01,Mass,0 - 25000,8,80000,Street,10000,2025-09-20 14:28:49.383000000
2439,127368,Seg.01,Mass,0 - 25000,4,48000,Independent,12000,2025-09-20 14:28:49.383000000
2440,127369,Seg.01,Mass,0 - 25000,3,36000,Independent,12000,2025-09-20 14:28:49.383000000
2441,127369,Seg.01,Mass,0 - 25000,17,204000,Street,12000,2025-09-20 14:28:49.383000000
2442,127376,Seg.01,Mass,0 - 25000,30,300000,Independent,10000,2025-09-20 14:28:49.383000000
2443,127377,Seg.01,Mass,0 - 25000,33,330000,Independent,10000,2025-09-20 14:28:49.383000000
2444,127377,Seg.01,Mass,0 - 25000,2,16000,Street,8000,2025-09-20 14:28:49.383000000
2445,127378,Seg.01,Mass,0 - 25000,12,144000,Independent,12000,2025-09-20 14:28:49.383000000
2446,127379,Seg.01,Mass,0 - 25000,9,108000,Independent,12000,2025-09-20 14:28:49.383000000
2447,127379,Seg.02,Mass Asp,25000 - 59000,1,35000,Chain,35000,2025-09-20 14:28:49.383000000
2448,127380,Seg.01,Mass,0 - 25000,4,60000,Independent,15000,2025-09-20 14:28:49.383000000
2449,127382,Seg.01,Mass,0 - 25000,6,48000,Independent,8000,2025-09-20 14:28:49.383000000
2450,127383,Seg.01,Mass,0 - 25000,30,240000,Independent,8000,2025-09-20 14:28:49.383000000
2451,127414,Seg.01,Mass,0 - 25000,2,24000,Street,12000,2025-09-20 14:28:49.383000000
2452,127415,Seg.03,Premium,60000 - 99000,12,720000,Chain,60000,2025-09-20 14:28:49.383000000
2453,127416,Seg.01,Mass,0 - 25000,10,200000,Independent,20000,2025-09-20 14:28:49.383000000
2454,127416,Seg.01,Mass,0 - 25000,5,75000,Street,15000,2025-09-20 14:28:49.383000000
2455,127417,Seg.01,Mass,0 - 25000,8,104000,Street,13000,2025-09-20 14:28:49.383000000
2456,127419,Seg.01,Mass,0 - 25000,1,20000,Independent,20000,2025-09-20 14:28:49.383000000
2457,127419,Seg.01,Mass,0 - 25000,9,180000,Street,20000,2025-09-20 14:28:49.383000000
2458,127420,Seg.01,Mass,0 - 25000,9,108000,Street,12000,2025-09-20 14:28:49.383000000
2459,127420,Seg.02,Mass Asp,25000 - 59000,1,35000,Chain,35000,2025-09-20 14:28:49.383000000
2460,127421,Seg.01,Mass,0 - 25000,30,300000,Street,10000,2025-09-20 14:28:49.383000000
2461,127596,Seg.01,Mass,0 - 25000,1,10000,Street,10000,2025-09-20 14:28:49.383000000
2462,127596,Seg.01,Mass,0 - 25000,5,100000,Independent,20000,2025-09-20 14:28:49.383000000
2463,127596,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
2464,127597,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
2465,127598,Seg.01,Mass,0 - 25000,20,240000,Independent,12000,2025-09-20 14:28:49.383000000
2466,127599,Seg.01,Mass,0 - 25000,10,90000,Street,9000,2025-09-20 14:28:49.383000000
2467,127599,Seg.01,Mass,0 - 25000,20,300000,Independent,15000,2025-09-20 14:28:49.383000000
2468,127600,Seg.02,Mass Asp,25000 - 59000,8,240000,Independent,30000,2025-09-20 14:28:49.383000000
2469,127601,Seg.01,Mass,0 - 25000,20,280000,Independent,14000,2025-09-20 14:28:49.383000000
2470,127601,Seg.01,Mass,0 - 25000,10,80000,Street,8000,2025-09-20 14:28:49.383000000
2471,127602,Seg.01,Mass,0 - 25000,20,160000,Street,8000,2025-09-20 14:28:49.383000000
2472,127602,Seg.01,Mass,0 - 25000,40,800000,Independent,20000,2025-09-20 14:28:49.383000000
2473,127603,Seg.01,Mass,0 - 25000,12,120000,Street,10000,2025-09-20 14:28:49.383000000
2474,127603,Seg.03,Premium,60000 - 99000,3,195000,Chain,65000,2025-09-20 14:28:49.383000000
2475,127604,Seg.01,Mass,0 - 25000,20,240000,Street,12000,2025-09-20 14:28:49.383000000
2476,127677,Seg.01,Mass,0 - 25000,26,208000,Street,8000,2025-09-20 14:28:49.383000000
2477,127808,Seg.01,Mass,0 - 25000,4,80000,Independent,20000,2025-09-20 14:28:49.383000000
2478,127833,Seg.01,Mass,0 - 25000,3,66000,Independent,22000,2025-09-20 14:28:49.383000000
2479,127957,Seg.01,Mass,0 - 25000,3,30000,Street,10000,2025-09-20 14:28:49.383000000
2480,128537,Seg.02,Mass Asp,25000 - 59000,3,150000,Chain,50000,2025-09-20 14:28:49.383000000
2481,128547,Seg.02,Mass Asp,25000 - 59000,2,60000,Street,30000,2025-09-20 14:28:49.383000000
2482,130167,Seg.01,Mass,0 - 25000,2,40000,Street,20000,2025-09-20 14:28:49.383000000
2483,130167,Seg.02,Mass Asp,25000 - 59000,2,50000,Independent,25000,2025-09-20 14:28:49.383000000
2484,130168,Seg.02,Mass Asp,25000 - 59000,10,420000,Chain,42000,2025-09-20 14:28:49.383000000
2485,130168,Seg.01,Mass,0 - 25000,20,400000,Independent,20000,2025-09-20 14:28:49.383000000
2486,130169,Seg.03,Premium,60000 - 99000,6,360000,Chain,60000,2025-09-20 14:28:49.383000000
2487,130629,Seg.01,Mass,0 - 25000,20,200000,Independent,10000,2025-09-20 14:28:49.383000000
2488,130629,Seg.01,Mass,0 - 25000,5,50000,Street,10000,2025-09-20 14:28:49.383000000
2489,130948,Seg.01,Mass,0 - 25000,20,300000,Street,15000,2025-09-20 14:28:49.383000000
2490,130948,Seg.01,Mass,0 - 25000,5,100000,Independent,20000,2025-09-20 14:28:49.383000000
2491,130956,Seg.01,Mass,0 - 25000,8,120000,Street,15000,2025-09-20 14:28:49.383000000
2492,130957,Seg.02,Mass Asp,25000 - 59000,4,128000,Chain,32000,2025-09-20 14:28:49.383000000
2493,130959,Seg.02,Mass Asp,25000 - 59000,4,172000,Chain,43000,2025-09-20 14:28:49.383000000
2494,130960,Seg.02,Mass Asp,25000 - 59000,2,50000,Street,25000,2025-09-20 14:28:49.383000000
2495,131015,Seg.01,Mass,0 - 25000,26,208000,Street,8000,2025-09-20 14:28:49.383000000
2496,131015,Seg.01,Mass,0 - 25000,4,60000,Independent,15000,2025-09-20 14:28:49.383000000
2497,131047,Seg.02,Mass Asp,25000 - 59000,1,40000,Chain,40000,2025-09-20 14:28:49.383000000
2498,131047,Seg.02,Mass Asp,25000 - 59000,3,90000,Independent,30000,2025-09-20 14:28:49.383000000
2499,131087,Seg.01,Mass,0 - 25000,10,120000,Street,12000,2025-09-20 14:28:49.383000000
2500,131087,Seg.02,Mass Asp,25000 - 59000,6,150000,Independent,25000,2025-09-20 14:28:49.383000000
2501,131088,Seg.02,Mass Asp,25000 - 59000,2,80000,Independent,40000,2025-09-20 14:28:49.383000000
2502,131088,Seg.02,Mass Asp,25000 - 59000,2,90000,Chain,45000,2025-09-20 14:28:49.383000000
2503,131089,Seg.02,Mass Asp,25000 - 59000,2,100000,Chain,50000,2025-09-20 14:28:49.383000000
2504,131089,Seg.01,Mass,0 - 25000,6,90000,Street,15000,2025-09-20 14:28:49.383000000
2505,131090,Seg.01,Mass,0 - 25000,8,120000,Independent,15000,2025-09-20 14:28:49.383000000
2506,131090,Seg.01,Mass,0 - 25000,22,264000,Street,12000,2025-09-20 14:28:49.383000000
2507,131110,Seg.01,Mass,0 - 25000,9,72000,Independent,8000,2025-09-20 14:28:49.383000000
2508,131110,Seg.02,Mass Asp,25000 - 59000,1,35000,Chain,35000,2025-09-20 14:28:49.383000000
2509,131112,Seg.01,Mass,0 - 25000,4,60000,Independent,15000,2025-09-20 14:28:49.383000000
2510,131113,Seg.01,Mass,0 - 25000,25,200000,Independent,8000,2025-09-20 14:28:49.383000000
2511,131113,Seg.01,Mass,0 - 25000,5,35000,Street,7000,2025-09-20 14:28:49.383000000
2512,131115,Seg.02,Mass Asp,25000 - 59000,2,98000,Chain,49000,2025-09-20 14:28:49.383000000
2513,131115,Seg.01,Mass,0 - 25000,2,40000,Independent,20000,2025-09-20 14:28:49.383000000
2514,131118,Seg.01,Mass,0 - 25000,10,150000,Independent,15000,2025-09-20 14:28:49.383000000
2515,131120,Seg.01,Mass,0 - 25000,3,30000,Independent,10000,2025-09-20 14:28:49.383000000
2516,131120,Seg.01,Mass,0 - 25000,27,189000,Street,7000,2025-09-20 14:28:49.383000000
2517,131122,Seg.01,Mass,0 - 25000,9,180000,Independent,20000,2025-09-20 14:28:49.383000000
2518,131122,Seg.02,Mass Asp,25000 - 59000,3,147000,Chain,49000,2025-09-20 14:28:49.383000000
2519,131163,Seg.02,Mass Asp,25000 - 59000,2,70000,Independent,35000,2025-09-20 14:28:49.383000000
2520,131163,Seg.01,Mass,0 - 25000,4,40000,Street,10000,2025-09-20 14:28:49.383000000
2521,131284,Seg.02,Mass Asp,25000 - 59000,2,50000,Independent,25000,2025-09-20 14:28:49.383000000
2522,131459,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
2523,131460,Seg.01,Mass,0 - 25000,8,120000,Independent,15000,2025-09-20 14:28:49.383000000
2524,131461,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
2525,131462,Seg.02,Mass Asp,25000 - 59000,4,120000,Independent,30000,2025-09-20 14:28:49.383000000
2526,131522,Seg.02,Mass Asp,25000 - 59000,2,70000,Independent,35000,2025-09-20 14:28:49.383000000
2527,131541,Seg.02,Mass Asp,25000 - 59000,3,75000,Independent,25000,2025-09-20 14:28:49.383000000
2528,131555,Seg.02,Mass Asp,25000 - 59000,2,60000,Independent,30000,2025-09-20 14:28:49.383000000
2529,131556,Seg.02,Mass Asp,25000 - 59000,22,880000,Independent,40000,2025-09-20 14:28:49.383000000
2530,131556,Seg.01,Mass,0 - 25000,8,80000,Street,10000,2025-09-20 14:28:49.383000000
2531,131557,Seg.01,Mass,0 - 25000,30,300000,Street,10000,2025-09-20 14:28:49.383000000
2532,131558,Seg.01,Mass,0 - 25000,28,336000,Independent,12000,2025-09-20 14:28:49.383000000
2533,131558,Seg.01,Mass,0 - 25000,2,16000,Street,8000,2025-09-20 14:28:49.383000000
2534,131559,Seg.02,Mass Asp,25000 - 59000,30,1350000,Independent,45000,2025-09-20 14:28:49.383000000
2535,131560,Seg.02,Mass Asp,25000 - 59000,2,70000,Independent,35000,2025-09-20 14:28:49.383000000
2536,131561,Seg.01,Mass,0 - 25000,8,160000,Street,20000,2025-09-20 14:28:49.383000000
2537,131562,Seg.01,Mass,0 - 25000,7,70000,Street,10000,2025-09-20 14:28:49.383000000
2538,131563,Seg.02,Mass Asp,25000 - 59000,8,320000,Independent,40000,2025-09-20 14:28:49.383000000
2539,131564,Seg.02,Mass Asp,25000 - 59000,2,50000,Independent,25000,2025-09-20 14:28:49.383000000
2540,131566,Seg.03,Premium,60000 - 99000,3,210000,Independent,70000,2025-09-20 14:28:49.383000000
2541,131567,Seg.02,Mass Asp,25000 - 59000,5,125000,Chain,25000,2025-09-20 14:28:49.383000000
2542,131567,Seg.02,Mass Asp,25000 - 59000,11,275000,Independent,25000,2025-09-20 14:28:49.383000000
2543,131568,Seg.02,Mass Asp,25000 - 59000,1,50000,Chain,50000,2025-09-20 14:28:49.383000000
