RespondentKey,RespondentID,CityID,GroupSize,Age,Gender,TopOfMind,BrandUseMostOften,BrandUseMostOften_Previous,MostFavourite,AgeGroup,MPI,Occupation,OccupationGroup,Year,MPI_Mean_Use,,,,,,,
6363,441243,2,3,41,Female,Other,Street Coffee,Other,The Coffee House,40 - 44 ,VND 4.5m - VND 8.9m,Housewife,None Working,2018,5499,,,,,,,
6364,441255,2,2,50,Male,Street Coffee,Street Coffee,N/A,Street Coffee,45+ ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2018,8249,,,,,,,
6365,441284,5,3,29,Female,Other,Other,N/A,Other,25 - 29 ,Under VND 4.5m,Housewife,None Working,2018,1499,,,,,,,
6366,441295,2,1,43,Male,Street Coffee,Street Coffee,N/A,Street Coffee,40 - 44 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,6999,,,,,,,
6367,441304,2,4,48,Female,Other,The Coffee House,N/A,The Coffee House,45+ ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2018,8249,,,,,,,
6368,441305,2,4,33,Female,The Coffee House,The Coffee House,N/A,The Coffee House,30 - 34 ,VND 9m - VND 14.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,10499,,,,,,,
6369,441306,2,3,51,Male,Street Coffee,Street Coffee,N/A,Other,45+ ,VND 15m - VND 24.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,22499,,,,,,,
6370,441307,2,3,35,Male,Street Coffee,Street Coffee,N/A,The Coffee House,35 - 39 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,8249,,,,,,,
6371,441310,6,3,29,Female,Street Coffee,Other,Street Coffee,Other,25 - 29 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2018,6999,,,,,,,
6372,441315,1,4,33,Female,Urban Station,Highlands Coffee,Urban Station,Urban Station,30 - 34 ,VND 9m - VND 14.9m,Officer - Staff level,White Collar,2018,10499,,,,,,,
6373,441332,5,8,35,Female,Other,Other,N/A,Other,35 - 39 ,VND 4.5m - VND 8.9m,Lecturer / Teacher,White Collar,2018,5499,,,,,,,
6374,441349,6,4,19,Female,Street Coffee,Milano,Street Coffee,Milano,16 - 19 ,Under VND 4.5m,Pupil / Student,None Working,2018,3749,,,,,,,
6375,441361,2,2,40,Female,Street Coffee,Street Coffee,N/A,Street Coffee,40 - 44 ,Under VND 4.5m,Housewife,None Working,2018,3749,,,,,,,
6376,441362,5,1,27,Male,Other,Other,N/A,Other,25 - 29 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2018,5499,,,,,,,
6377,441369,4,4,25,Male,Highlands Coffee,Milano,N/A,Milano,25 - 29 ,VND 4.5m - VND 8.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,6999,,,,,,,
6378,441392,6,4,21,Male,Milano,Milano,N/A,Milano,20 - 24 ,VND 4.5m - VND 8.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,5499,,,,,,,
6379,441396,3,2,22,Male,Other,Other,N/A,Other,20 - 24 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2018,5499,,,,,,,
6380,441398,6,3,36,Female,Street Coffee,Street Coffee,N/A,Other,35 - 39 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,5499,,,,,,,
6381,441430,4,4,50,Female,Other,Other,N/A,Other,45+ ,VND 4.5m - VND 8.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,6999,,,,,,,
6382,441444,6,4,31,Male,Street Coffee,Street Coffee,N/A,Trung Nguyên,30 - 34 ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2018,8249,,,,,,,
6383,441456,6,4,25,Female,Trung Nguyên,Other,N/A,Other,25 - 29 ,Under VND 4.5m,Officer - Staff level,White Collar,2018,3749,,,,,,,
6384,441482,2,4,36,Male,Street Coffee,Street Coffee,N/A,Street Coffee,35 - 39 ,VND 9m - VND 14.9m,Semi-skilled labor (salesperson,Blue Collar,2018,10499,,,,,,,
6385,441484,6,2,28,Female,Street Coffee,Street Coffee,N/A,Street Coffee,25 - 29 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,5499,,,,,,,
6386,441487,6,6,25,Female,Highlands Coffee,Highlands Coffee,Milano,Highlands Coffee,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,6999,,,,,,,
6387,441491,5,2,24,Male,Other,Other,Street Coffee,BonPas,20 - 24 ,Under VND 4.5m,Unskilled Labor (worker,Blue Collar,2018,3749,,,,,,,
6388,441536,6,2,19,Female,Other,Other,Other,Highlands Coffee,16 - 19 ,Under VND 4.5m,Pupil / Student,None Working,2018,3749,,,,,,,
6389,441554,3,3,26,Female,Street Coffee,Other,N/A,Other,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,5499,,,,,,,
6390,441614,5,4,53,Male,Other,Other,N/A,Other,45+ ,VND 9m - VND 14.9m,Lecturer / Teacher,White Collar,2018,13499,,,,,,,
6391,441619,6,5,32,Female,Other,Other,N/A,Other,30 - 34 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,5499,,,,,,,
6392,441648,2,5,41,Male,Other,Other,Street Coffee,The Coffee House,40 - 44 ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2018,8249,,,,,,,
6393,441649,2,4,39,Male,Other,Other,N/A,Other,35 - 39 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,8249,,,,,,,
6394,441653,2,5,49,Female,Other,Other,Street Coffee,Th?c Coffee,45+ ,VND 4.5m - VND 8.9m,Housewife,None Working,2018,5499,,,,,,,
6395,441654,2,5,17,Female,Other,Other,Highlands Coffee,Highlands Coffee,16 - 19 ,Under VND 4.5m,Pupil / Student,None Working,2018,1499,,,,,,,
6396,441655,4,4,49,Female,Other,Other,N/A,Other,45+ ,VND 15m - VND 24.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,17499,,,,,,,
6397,441665,2,4,32,Female,Other,Highlands Coffee,Street Coffee,Highlands Coffee,30 - 34 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2018,8249,,,,,,,
6398,441700,4,4,16,Female,Highlands Coffee,Highlands Coffee,Other,Highlands Coffee,16 - 19 ,Under VND 4.5m,Pupil / Student,None Working,2018,1499,,,,,,,
6399,441701,4,3,17,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,16 - 19 ,Under VND 4.5m,Pupil / Student,None Working,2018,1499,,,,,,,
6400,441715,5,2,24,Female,Highlands Coffee,Other,N/A,Highlands Coffee,20 - 24 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,5499,,,,,,,
6401,441752,4,6,49,Female,Other,Other,N/A,Other,45+ ,VND 4.5m - VND 8.9m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2018,6999,,,,,,,
6402,441763,6,3,29,Female,Milano,Other,N/A,Other,25 - 29 ,Under VND 4.5m,Unskilled Labor (worker,Blue Collar,2018,3749,,,,,,,
6403,441787,2,3,48,Female,Street Coffee,Street Coffee,N/A,Street Coffee,45+ ,VND 4.5m - VND 8.9m,Housewife,None Working,2018,5499,,,,,,,
6404,441884,4,7,49,Female,Street Coffee,Street Coffee,N/A,Street Coffee,45+ ,VND 9m - VND 14.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,10499,,,,,,,
6405,441885,4,2,52,Male,Other,Other,N/A,Other,45+ ,VND 9m - VND 14.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,13499,,,,,,,
6406,441886,4,3,55,Male,Other,Other,N/A,Other,45+ ,VND 9m - VND 14.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,10499,,,,,,,
6407,441887,4,3,27,Male,Other,Other,N/A,Other,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,8249,,,,,,,
6408,441888,4,6,30,Female,Other,Other,N/A,Other,30 - 34 ,VND 4.5m - VND 8.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,6999,,,,,,,
6409,441895,1,3,42,Male,Trung Nguyên,Trung Nguyên,N/A,Trung Nguyên,40 - 44 ,VND 4.5m - VND 8.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,8249,,,,,,,
6410,441903,1,4,44,Female,Aha Cafe,Aha Cafe,N/A,Aha Cafe,40 - 44 ,Under VND 4.5m,Housewife,None Working,2018,3749,,,,,,,
6411,441904,1,3,41,Female,Other,Other,N/A,Other,40 - 44 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,8249,,,,,,,
6412,441905,1,4,23,Male,Other,Other,N/A,Other,20 - 24 ,Under VND 4.5m,Semi-skilled labor (salesperson,Blue Collar,2018,3749,,,,,,,
6413,441906,1,4,33,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,30 - 34 ,Under VND 4.5m,Housewife,None Working,2018,3749,,,,,,,
6414,441907,1,3,28,Male,Other,Other,N/A,Other,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,5499,,,,,,,
6415,441908,1,4,25,Female,Aha Cafe,Aha Cafe,N/A,Aha Cafe,25 - 29 ,VND 4.5m - VND 8.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,8249,,,,,,,
6416,441909,1,4,37,Female,C?ng Cà Phê,C?ng Cà Phê,N/A,C?ng Cà Phê,35 - 39 ,VND 4.5m - VND 8.9m,Housewife,None Working,2018,5499,,,,,,,
6417,441910,1,4,29,Male,Aha Cafe,Aha Cafe,N/A,Aha Cafe,25 - 29 ,VND 4.5m - VND 8.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,6999,,,,,,,
6418,441912,1,4,22,Male,Urban Station,Urban Station,Aha Cafe,Urban Station,20 - 24 ,VND 4.5m - VND 8.9m,Pupil / Student,None Working,2018,8249,,,,,,,
6419,441913,1,3,32,Female,Other,Passio,Aha Cafe,Passio,30 - 34 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,5499,,,,,,,
6420,441914,1,3,35,Female,Passio,Aha Cafe,Urban Station,Aha Cafe,35 - 39 ,Under VND 4.5m,Housewife,None Working,2018,1499,,,,,,,
6421,441915,1,3,32,Female,Aha Cafe,C?ng Cà Phê,Aha Cafe,C?ng Cà Phê,30 - 34 ,VND 15m - VND 24.9m,Skilled Labor (tailor,Blue Collar,2018,17499,,,,,,,
6422,441916,1,4,42,Female,Highlands Coffee,Trung Nguyên,N/A,Trung Nguyên,40 - 44 ,Under VND 4.5m,Housewife,None Working,2018,1499,,,,,,,
6423,441917,1,2,30,Female,The Coffee House,The Coffee House,N/A,The Coffee House,30 - 34 ,Under VND 4.5m,Housewife,None Working,2018,3749,,,,,,,
6424,441918,1,4,29,Male,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,25 - 29 ,VND 15m - VND 24.9m,Officer - Staff level,White Collar,2018,17499,,,,,,,
6425,441919,1,3,26,Male,Starbucks,Starbucks,N/A,Starbucks,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,6999,,,,,,,
6426,441926,4,10,52,Female,Other,Other,N/A,Other,45+ ,Under VND 4.5m,Unskilled Labor (worker,Blue Collar,2018,3749,,,,,,,
6427,441934,4,3,27,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,25 - 29 ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2018,6999,,,,,,,
6428,441935,4,5,47,Female,Highlands Coffee,Other,N/A,Other,45+ ,VND 9m - VND 14.9m,Unskilled Labor (worker,Blue Collar,2018,10499,,,,,,,
6429,441936,4,5,28,Female,Other,Other,N/A,Other,25 - 29 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,6999,,,,,,,
6430,441937,4,4,32,Female,Other,Other,N/A,Other,30 - 34 ,VND 9m - VND 14.9m,Housewife,None Working,2018,13499,,,,,,,
6431,441938,4,5,25,Male,Milano,Milano,N/A,Milano,25 - 29 ,VND 9m - VND 14.9m,Professional (doctor,White Collar,2018,10499,,,,,,,
6432,441939,4,6,31,Female,Other,Other,N/A,Other,30 - 34 ,VND 4.5m - VND 8.9m,Civil servant - Staff level,White Collar,2018,5499,,,,,,,
6433,441940,4,4,36,Female,Other,Other,N/A,Other,35 - 39 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,5499,,,,,,,
6434,441941,4,3,33,Male,Other,Other,N/A,Other,30 - 34 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,6999,,,,,,,
6435,441943,1,3,31,Female,Highlands Coffee,Highlands Coffee,Other,Highlands Coffee,30 - 34 ,Under VND 4.5m,Civil servant - Staff level,White Collar,2018,3749,,,,,,,
6436,441944,1,2,25,Male,Other,Other,N/A,Other,25 - 29 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,5499,,,,,,,
6437,441945,2,2,21,Female,Other,Highlands Coffee,N/A,Highlands Coffee,20 - 24 ,VND 4.5m - VND 8.9m,Pupil / Student,None Working,2018,5499,,,,,,,
6438,441946,2,5,42,Female,Other,Other,Street Coffee,Other,40 - 44 ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2018,5499,,,,,,,
6439,441953,4,4,32,Male,Highlands Coffee,Other,N/A,Highlands Coffee,30 - 34 ,VND 4.5m - VND 8.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,8249,,,,,,,
6440,441959,2,3,26,Female,Trung Nguyên,Trung Nguyên,N/A,Trung Nguyên,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,6999,,,,,,,
6441,441960,2,2,26,Female,Trung Nguyên,Trung Nguyên,N/A,Trung Nguyên,25 - 29 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,5499,,,,,,,
6442,441961,4,4,30,Male,Other,Other,N/A,Other,30 - 34 ,VND 9m - VND 14.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,10499,,,,,,,
6443,441962,4,3,35,Female,Other,Other,N/A,Other,35 - 39 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2018,6999,,,,,,,
6444,441963,1,2,32,Female,C?ng Cà Phê,C?ng Cà Phê,N/A,C?ng Cà Phê,30 - 34 ,VND 9m - VND 14.9m,Officer - Staff level,White Collar,2018,10499,,,,,,,
6445,441972,6,4,35,Female,Street Coffee,Street Coffee,N/A,Other,35 - 39 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,5499,,,,,,,
6446,441974,3,3,37,Male,Other,Other,Other,Other,35 - 39 ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2018,8249,,,,,,,
6447,441975,3,4,30,Male,Other,Other,Other,Other,30 - 34 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,5499,,,,,,,
6448,441976,3,5,20,Male,Other,Other,Other,Other,20 - 24 ,VND 4.5m - VND 8.9m,Pupil / Student,None Working,2018,5499,,,,,,,
6449,441977,3,3,32,Male,Other,Street Coffee,Other,Street Coffee,30 - 34 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,8249,,,,,,,
6450,441978,3,3,23,Male,Other,Other,Other,Highlands Coffee,20 - 24 ,VND 4.5m - VND 8.9m,Pupil / Student,None Working,2018,5499,,,,,,,
6451,441979,3,3,38,Male,Other,Other,Other,Other,35 - 39 ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2018,6999,,,,,,,
6452,441980,3,5,19,Male,Other,Other,Other,Other,16 - 19 ,Under VND 4.5m,Pupil / Student,None Working,2018,1499,,,,,,,
6453,441981,3,3,33,Male,Other,Other,Other,Other,30 - 34 ,VND 9m - VND 14.9m,Professional (doctor,White Collar,2018,13499,,,,,,,
6454,442094,2,2,31,Male,Street Coffee,Street Coffee,N/A,Street Coffee,30 - 34 ,Under VND 4.5m,Housewife,None Working,2018,3749,,,,,,,
6455,442099,4,6,21,Male,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,20 - 24 ,Under VND 4.5m,Pupil / Student,None Working,2018,1499,,,,,,,
6456,442129,2,2,31,Female,Street Coffee,Street Coffee,N/A,Street Coffee,30 - 34 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,5499,,,,,,,
6457,442155,2,2,20,Male,Street Coffee,Street Coffee,N/A,Street Coffee,20 - 24 ,Under VND 4.5m,Unskilled Labor (worker,Blue Collar,2018,1499,,,,,,,
6458,442156,6,2,24,Female,Highlands Coffee,Other,Other,Other,20 - 24 ,Under VND 4.5m,Semi-skilled labor (salesperson,Blue Collar,2018,3749,,,,,,,
6459,442159,2,3,38,Male,Street Coffee,Street Coffee,N/A,Street Coffee,35 - 39 ,Under VND 4.5m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,3749,,,,,,,
6460,442208,6,2,26,Female,Other,Other,Other,Other,25 - 29 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2018,5499,,,,,,,
6461,442246,1,3,42,Female,Street Coffee,Street Coffee,N/A,Street Coffee,40 - 44 ,Under VND 4.5m,Housewife,None Working,2018,3749,,,,,,,
6462,442247,1,3,36,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,35 - 39 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,8249,,,,,,,
6463,442248,1,4,30,Male,Street Coffee,C?ng Cà Phê,N/A,C?ng Cà Phê,30 - 34 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,5499,,,,,,,
6464,442249,1,4,29,Male,Other,Other,N/A,Highlands Coffee,25 - 29 ,VND 9m - VND 14.9m,Officer - Staff level,White Collar,2018,10499,,,,,,,
6465,442250,1,4,45,Male,Street Coffee,Street Coffee,Trung Nguyên,Trung Nguyên,45+ ,VND 9m - VND 14.9m,Officer - Staff level,White Collar,2018,10499,,,,,,,
6466,442251,1,2,49,Female,Street Coffee,Street Coffee,N/A,Street Coffee,45+ ,Under VND 4.5m,Housewife,None Working,2018,3749,,,,,,,
6467,442252,1,3,27,Male,C?ng Cà Phê,C?ng Cà Phê,N/A,C?ng Cà Phê,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,6999,,,,,,,
6468,442253,1,4,29,Male,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,8249,,,,,,,
6469,442269,4,4,36,Female,Other,Other,N/A,Other,35 - 39 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,8249,,,,,,,
6470,442270,4,4,47,Female,Highlands Coffee,Other,N/A,Highlands Coffee,45+ ,VND 4.5m - VND 8.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,5499,,,,,,,
6471,442301,6,2,19,Male,Other,Milano,N/A,Milano,16 - 19 ,VND 4.5m - VND 8.9m,Pupil / Student,None Working,2018,5499,,,,,,,
6472,442308,5,1,53,Male,Street Coffee,Street Coffee,Other,Street Coffee,45+ ,Under VND 4.5m,Unskilled Labor (worker,Blue Collar,2018,1499,,,,,,,
6473,442338,1,2,37,Female,Highlands Coffee,Highlands Coffee,Trung Nguyên,Highlands Coffee,35 - 39 ,VND 9m - VND 14.9m,Officer - Staff level,White Collar,2018,10499,,,,,,,
6474,442340,3,5,38,Male,Other,Other,N/A,Other,35 - 39 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,6999,,,,,,,
6475,442341,3,4,38,Female,Street Coffee,Street Coffee,N/A,Street Coffee,35 - 39 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,5499,,,,,,,
6476,442342,3,3,43,Female,Street Coffee,Street Coffee,N/A,Street Coffee,40 - 44 ,Under VND 4.5m,Housewife,None Working,2018,3749,,,,,,,
6477,442343,1,3,32,Male,Other,Other,N/A,Other,30 - 34 ,VND 9m - VND 14.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,13499,,,,,,,
6478,442353,2,2,43,Male,Other,Other,N/A,Other,40 - 44 ,VND 4.5m - VND 8.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,8249,,,,,,,
6479,442395,2,2,33,Female,Street Coffee,Street Coffee,N/A,Street Coffee,30 - 34 ,Under VND 4.5m,Housewife,None Working,2018,3749,,,,,,,
6480,442479,6,3,21,Female,Other,Other,N/A,Other,20 - 24 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2018,5499,,,,,,,
6481,442486,2,2,38,Female,Street Coffee,Street Coffee,N/A,Street Coffee,35 - 39 ,Under VND 4.5m,Officer - Staff level,White Collar,2018,3749,,,,,,,
6482,442526,2,1,35,Male,Street Coffee,Street Coffee,N/A,Street Coffee,35 - 39 ,VND 9m - VND 14.9m,Unskilled Labor (worker,Blue Collar,2018,10499,,,,,,,
6483,442529,6,3,46,Female,Other,Other,Street Coffee,Other,45+ ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,5499,,,,,,,
6484,442531,6,4,29,Female,Other,Other,Street Coffee,Other,25 - 29 ,Under VND 4.5m,Unskilled Labor (worker,Blue Collar,2018,3749,,,,,,,
6485,442569,2,2,24,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,20 - 24 ,N/A,Housewife,None Working,2018,N/A,,,,,,,
6486,442574,2,1,44,Female,Street Coffee,Street Coffee,N/A,Street Coffee,40 - 44 ,Under VND 4.5m,Housewife,None Working,2018,3749,,,,,,,
6487,442575,4,3,40,Female,Other,Other,N/A,Other,40 - 44 ,VND 4.5m - VND 8.9m,Broker/ Service provider with no employee,Self Employed - Small Business and Freelance,2018,5499,,,,,,,
6488,442581,6,3,23,Female,Street Coffee,Other,Street Coffee,Other,20 - 24 ,Under VND 4.5m,Housewife,None Working,2018,1499,,,,,,,
6489,442585,2,3,38,Female,Trung Nguyên,Street Coffee,N/A,Street Coffee,35 - 39 ,VND 4.5m - VND 8.9m,Housewife,None Working,2018,8249,,,,,,,
6490,442634,3,5,30,Female,Other,Other,N/A,Other,30 - 34 ,VND 4.5m - VND 8.9m,Housewife,None Working,2018,8249,,,,,,,
6491,442635,3,4,46,Male,Other,Other,Street Coffee,Other,45+ ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2018,6999,,,,,,,
6492,442636,3,3,23,Male,Other,Other,N/A,Other,20 - 24 ,VND 9m - VND 14.9m,Semi-skilled labor (salesperson,Blue Collar,2018,10499,,,,,,,
6493,442637,4,2,37,Female,Milano,Other,N/A,Other,35 - 39 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,5499,,,,,,,
6494,442645,6,3,28,Male,Other,Other,Street Coffee,Other,25 - 29 ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,6999,,,,,,,
6495,442655,4,4,21,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,20 - 24 ,Under VND 4.5m,Pupil / Student,None Working,2018,1499,,,,,,,
6496,442749,6,4,17,Female,Milano,Milano,Other,Milano,16 - 19 ,Under VND 4.5m,Pupil / Student,None Working,2018,1499,,,,,,,
6497,442776,3,2,35,Female,Other,Other,N/A,Other,35 - 39 ,Under VND 4.5m,Housewife,None Working,2018,1499,,,,,,,
6498,442777,3,3,47,Male,Other,Other,N/A,Other,45+ ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,6999,,,,,,,
6499,442778,3,4,32,Female,Other,Other,N/A,Other,30 - 34 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2018,6999,,,,,,,
6500,442779,3,2,40,Female,Other,Other,N/A,Other,40 - 44 ,Under VND 4.5m,Housewife,None Working,2018,1499,,,,,,,
6501,442780,3,2,44,Female,Street Coffee,Street Coffee,N/A,Street Coffee,40 - 44 ,Under VND 4.5m,Housewife,None Working,2018,1499,,,,,,,
6502,442781,3,3,24,Male,Other,Other,N/A,Other,20 - 24 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,6999,,,,,,,
6503,442832,1,5,22,Female,Urban Station,Urban Station,N/A,Urban Station,20 - 24 ,Under VND 4.5m,Pupil / Student,None Working,2018,1499,,,,,,,
6504,442833,1,2,60,Female,Urban Station,Milano,N/A,Milano,45+ ,VND 4.5m - VND 8.9m,Housewife,None Working,2018,5499,,,,,,,
6505,442834,1,2,45,Male,Street Coffee,Other,N/A,Other,45+ ,VND 4.5m - VND 8.9m,Skilled Labor (tailor,Blue Collar,2018,8249,,,,,,,
6506,442835,1,2,33,Female,Starbucks,Trung Nguyên,N/A,Trung Nguyên,30 - 34 ,Under VND 4.5m,Housewife,None Working,2018,1499,,,,,,,
6507,442836,1,3,30,Male,Urban Station,C?ng Cà Phê,The Coffee House,C?ng Cà Phê,30 - 34 ,VND 4.5m - VND 8.9m,Semi-skilled labor (salesperson,Blue Collar,2018,5499,,,,,,,
6508,442837,1,4,55,Male,Other,Other,Trung Nguyên,Other,45+ ,VND 4.5m - VND 8.9m,Unskilled Labor (worker,Blue Collar,2018,6999,,,,,,,
6509,442838,1,3,18,Male,Passio,Highlands Coffee,C?ng Cà Phê,Highlands Coffee,16 - 19 ,Under VND 4.5m,Pupil / Student,None Working,2018,1499,,,,,,,
6510,442839,1,2,28,Male,Milano,Aha Cafe,N/A,Aha Cafe,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,5499,,,,,,,
6511,442854,6,4,29,Male,Milano,Milano,Other,Milano,25 - 29 ,VND 9m - VND 14.9m,Skilled Labor (tailor,Blue Collar,2018,10499,,,,,,,
6512,442944,4,2,17,Female,Highlands Coffee,Other,N/A,Other,16 - 19 ,Under VND 4.5m,Pupil / Student,None Working,2018,1499,,,,,,,
6513,442987,6,2,16,Male,Other,Street Coffee,N/A,Other,16 - 19 ,Under VND 4.5m,Pupil / Student,None Working,2018,1499,,,,,,,
6514,442995,5,2,58,Female,Other,Other,Other,Other,45+ ,Under VND 4.5m,Skilled Labor (tailor,Blue Collar,2018,1499,,,,,,,
6515,443004,3,2,30,Female,Street Coffee,Street Coffee,N/A,Street Coffee,30 - 34 ,Under VND 4.5m,Housewife,None Working,2018,1499,,,,,,,
6516,443016,2,3,30,Female,The Coffee House,Other,Street Coffee,Other,30 - 34 ,Under VND 4.5m,Housewife,None Working,2018,3749,,,,,,,
6517,443017,2,1,44,Female,Street Coffee,Street Coffee,Other,Street Coffee,40 - 44 ,Under VND 4.5m,Housewife,None Working,2018,1499,,,,,,,
6518,443018,2,2,40,Female,Street Coffee,Street Coffee,N/A,Street Coffee,40 - 44 ,Under VND 4.5m,Small Business (small shop owner,Self Employed - Small Business and Freelance,2018,3749,,,,,,,
6519,443019,2,2,23,Female,Highlands Coffee,Highlands Coffee,N/A,Highlands Coffee,20 - 24 ,VND 9m - VND 14.9m,Lecturer / Teacher,White Collar,2018,10499,,,,,,,
6520,443082,1,4,29,Female,Other,Other,Street Coffee,Other,25 - 29 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,6999,,,,,,,
6521,443098,4,4,36,Male,Highlands Coffee,Street Coffee,Other,Other,35 - 39 ,VND 4.5m - VND 8.9m,Officer - Staff level,White Collar,2018,8249,,,,,,,
